Depth,P wave first break ms,"P wave first break, s","Vertical travel time, s","Average velocity, m/s","Inverval velocity (11 m interval), m/s",,,,,offset (m)
70,113.699996948242,0.113699996948242,0.0444055163956829,1576.38072207636,,,,,,165
71,113.599998474121,0.113599998474121,0.044901837055305,1581.22706455306,,,,,,
72,113.900001525879,0.113900001525879,0.045553674150471,1580.55308035467,,,,,,
73,113.900001525879,0.113900001525879,0.0460833890613949,1584.08488366047,,,,,,
74,114,0.114,0.0466504732935473,1586.26472092483,,,,,,
75,114.099998474121,0.114099998474121,0.0472149153133519,1588.48108700919,,,,,,
76,113.800003051758,0.113800003051758,0.0476093569874478,1596.32485731822,,,,,,
77,113.5,0.1135,0.0479975003150826,1604.2502108345,,,,,,
78,112.400001525879,0.112400001525879,0.0480374695909496,1623.73248766408,,,,,,
79,113.199996948242,0.113199996948242,0.0488845479034531,1616.05258487866,,,,,,
80,114.199996948242,0.114199996948242,0.0498224331131108,1605.70239149858,,,,,,
81,114.5,0.1145,0.050457080328213,1605.32475270292,,,,,,
82,114.599998474121,0.114599998474121,0.0510017374348502,1607.78836416597,,,,,,
83,115,0.115,0.0516784655704574,1606.08483792615,1453.4511840757,,,,,
84,115.300003051758,0.115300003051758,0.0523096559737646,1605.82206929691,1512.38410005605,,,,,
85,115.5,0.1155,0.0528939861073829,1606.98798210135,1599.70548553975,,,,,
86,115.699996948242,0.115699996948242,0.0534763792681367,1608.18666441096,1627.8321398234,,,,,
87,116.199996948242,0.116199996948242,0.0541967432096386,1605.26250928907,1583.01425178485,,,,,
88,116.699996948242,0.116699996948242,0.0549176456227021,1602.39935638505,1597.16958368292,,,,,
89,116.900001525879,0.116900001525879,0.0554966248220278,1603.70113111228,1612.94207898948,,,,,
90,117.099998474121,0.117099998474121,0.0560735837720247,1605.03384919908,1630.3880215485,,,,,
91,117.199996948242,0.117199996948242,0.0566002198788824,1607.76760575717,1621.58699381821,,,,,
92,117.699996948242,0.117699996948242,0.0573187999557498,1605.05802757602,1692.40208218119,,,,,
93,118,0.118,0.0579395414775887,1605.1214356947,1665.55859086488,,,,,
94,118.199996948242,0.118199996948242,0.0585095066257267,1606.57652783331,1685.15587078155,,,,,
95,118.300003051758,0.118300003051758,0.0590274953504784,1609.41946521588,1690.53113912592,,,,,
96,118.599998474121,0.118599998474121,0.0596431776194567,1609.57218967292,1697.09826303643,,,,,
97,118.599998474121,0.118599998474121,0.0601055045526357,1613.82889507325,1654.87217272465,,,,,
98,119.300003051758,0.119300003051758,0.0609216373494701,1608.62386934603,1673.48862716861,,,,,
99,119.400001525879,0.119400001525879,0.0614307939831049,1611.56959858321,1693.87844186338,,,,,
100,119.599998474121,0.119599998474121,0.0619888844538983,1613.19244379,1669.97155849842,,,,,
101,119.699996948242,0.119699996948242,0.0624926306000554,1616.19056567464,1644.30316977514,,,,,
102,120.5,0.1205,0.0633615627532749,1609.80877945167,1636.45270732532,,,,,
103,120.699996948242,0.120699996948242,0.0639150825345477,1611.51321277456,1696.99134676498,,,,,
104,120.800003051758,0.120800003051758,0.0644131179787346,1614.57795032271,1703.56534145509,,,,,
105,121.099998474121,0.121099998474121,0.0650156212853846,1614.99648736886,1693.07284362366,,,,,
106,121.599998474121,0.121599998474121,0.0657247811727524,1612.78589458346,1683.54957503925,,,,,
107,121.699996948242,0.121699996948242,0.0662162830402978,1615.91673659607,1621.40387915292,,,,,
108,122,0.122,0.0668144193127153,1616.41755044703,1656.40638718108,,,,,
109,122.099998474121,0.122099998474121,0.0673008359220062,1619.59355343399,1646.78614402602,,,,,
110,122.400001525879,0.122400001525879,0.0678953048643734,1620.14148430049,1666.38183998583,,,,,
111,122.599998474121,0.122599998474121,0.0684324616262769,1622.03722271738,1717.98911163884,,,,,
112,123.800003051758,0.123800003051758,0.0695290575573606,1610.83730938826,1612.12365651829,,,,,
113,123.800003051758,0.123800003051758,0.0699522483396242,1615.38767776806,1646.59293491977,,,,,
114,124,0.124,0.0704855518744633,1617.3527335508,1668.43180638515,,,,,
115,124.199996948242,0.124199996948242,0.0710166468366982,1619.33863569257,1689.11980007793,,,,,
116,124.400001525879,0.124400001525879,0.0715455398331264,1621.34495414473,1677.5458133088,,,,,
117,125.199996948242,0.125199996948242,0.0724192811537285,1615.59184427193,1858.22498008464,,,,,
118,125.300003051758,0.125300003051758,0.0728875657400606,1618.93182742341,1847.29530520029,,,,,
119,125.300003051758,0.125300003051758,0.073294488141851,1623.58729853864,1875.38439926914,,,,,
120,125.5,0.1255,0.0738155480582183,1625.67376598432,1800.98735185293,,,,,
121,125.800003051758,0.125800003051758,0.0743935506890405,1626.48507672084,1612.87813205479,,,,,
122,126,0.126,0.0749105372528625,1628.60933153083,1581.1920062446,,,,,
123,126.099998474121,0.126099998474121,0.075365568003161,1632.04502080899,1570.77172410152,,,,,
124,126.199996948242,0.126199996948242,0.0758177920295468,1635.50001497902,1576.23690636399,,,,,
125,126.800003051758,0.126800003051758,0.0765691566806522,1632.51112352378,1564.87266803419,,,,,
126,128.100006103516,0.128100006103516,0.0777456362950086,1620.6697379373,1615.17414327337,,,,,
127,129.100006103516,0.129100006103516,0.078743623776577,1612.82900010219,1636.01630781839,,,,,
128,129.300003051758,0.129300003051758,0.0792538631762587,1615.06322682758,2094.30199857015,,,,,
129,129.300003051758,0.129300003051758,0.0796387121348468,1619.81524489714,2427.83585287701,,,,,
130,129.600006103516,0.129600006103516,0.0802058443451118,1620.8295176176,2684.27763496162,,,,,
131,129.600006103516,0.129600006103516,0.0805848335557496,1625.61606470742,3443.98891067026,,,,,
132,129.699996948242,0.129699996948242,0.0810229457613907,1629.16811724835,4193.00717086386,,,,,
133,127.699996948242,0.127699996948242,0.0801404285566186,1659.58683270625,4497.11609501071,,,,,
134,126.800003051758,0.126800003051758,0.0799366866360952,1676.32667350879,4446.26201811595,,,,,
135,126.800003051758,0.126800003051758,0.0802945537371094,1681.30954986064,4506.36481684647,,,,,
136,126.800003051758,0.126800003051758,0.080649246108913,1686.31458521433,3794.15412811209,,,,,
137,127,0.127,0.0811285469576026,1688.67809344096,3748.73157572085,,,,,
138,127,0.127,0.0814775104623705,1693.71890742457,2488.71019635385,,,,,
139,127.099998474121,0.127099998474121,0.0818877923643195,1697.44471045926,2103.61289375465,,,,,
140,127.400001525879,0.127400001525879,0.0824249278872645,1698.51528643717,2085.84713977224,,,,,
141,128.100006103516,0.128100006103516,0.0832204671284363,1694.29474341199,2040.11326554554,,,,,
142,128.300003051758,0.128300003051758,0.0836905147238543,1696.72752603499,2076.38106536934,,,,,
143,128.5,0.1285,0.0841585741866927,1699.17327357254,1976.80006592963,,,,,
144,128.800003051758,0.128800003051758,0.0846904129655395,1700.31051871944,1958.86637463929,,,,,
145,128.899993896484,0.128899993896484,0.0850887689072066,1704.10269019322,1964.71114825669,,,,,
146,129.100006103516,0.129100006103516,0.0855509347400714,1706.58567838669,2020.27547982169,,,,,
147,129.199996948242,0.129199996948242,0.0859446186155385,1710.40377359267,1947.46494068401,,,,,
148,129.600006103516,0.129600006103516,0.0865361909897294,1710.26709527307,1928.46166195093,,,,,
149,129.800003051758,0.129800003051758,0.0869927858082146,1712.78570533984,1959.75719100274,,,,,
150,130.100006103516,0.130100006103516,0.0875147346045894,1713.99708492213,1941.19761849638,,,,,
151,130.600006103516,0.130600006103516,0.088170287140548,1712.59508046399,1921.86723008974,,,,,
152,131.100006103516,0.131100006103516,0.0888253953530725,1711.22233000838,1854.90816671704,,,,,
153,131.399993896484,0.131399993896484,0.0893440545088078,1712.48104690522,1907.74428080894,,,,,
154,131.600006103516,0.131600006103516,0.0897930859119178,1715.05409838644,1840.33551584632,,,,,
155,131.800003051758,0.131800003051758,0.0902402279367854,1717.63750539925,1893.39881835307,,,,,
156,132.100006103516,0.132100006103516,0.090754207808801,1718.92856283488,1847.61865328803,,,,,
157,132.5,0.1325,0.0913357210859636,1718.93316364398,1899.74854841527,,,,,
158,132.699996948242,0.132699996948242,0.0917779836663452,1721.54577479499,1904.60987484429,,,,,
159,133.199996948242,0.133199996948242,0.092426577589058,1720.28440463237,1910.31052597022,,,,,
160,133.300003051758,0.133300003051758,0.0927962420730995,1724.20775265836,1890.39400389568,,,,,
161,134,0.134,0.0935826594297128,1720.4041964732,1920.88200923094,,,,,
162,134.300003051758,0.134300003051758,0.0940892498817899,1721.76949230152,1873.6337235914,,,,,
163,134.600006103516,0.134600006103516,0.0945944735747163,1723.14506165366,1806.24709428724,,,,,
164,134.800003051758,0.134800003051758,0.0950278369453505,1725.81009177674,1881.82869691954,,,,,
165,135.100006103516,0.135100006103516,0.0955301304541401,1727.20375462283,1913.77129000792,,,,,
166,135.300003051758,0.135300003051758,0.0959601496375777,1729.88475556727,2027.09328882488,,,,,
167,135.899993896484,0.135899993896484,0.0966729435505721,1727.47403633818,2032.68928451613,,,,,
168,136.399993896484,0.136399993896484,0.0973143247525829,1726.36454527257,1979.88305519948,,,,,
169,136.600006103516,0.136600006103516,0.0977405575577818,1729.06727997834,2014.85676363803,,,,,
170,136.600006103516,0.136600006103516,0.0980215268561933,1734.31291525795,1934.89506827276,,,,,
