Depth (m),First-break time (s)
186.843,0.19847544430547287
187.864,0.1985498074210765
188.885,0.19866972246727851
189.906,0.19878962272602027
190.927,0.19890926509679197
191.948,0.19902877563763222
192.969,0.19915503283077188
193.99,0.19926710953360802
195.011,0.19937292725436342
196.032,0.1995064879284534
197.053,0.1996543290615858
198.074,0.19977505785912406
199.095,0.19987664121659024
200.116,0.19997840427952923
201.137,0.2000939135281718
202.158,0.20023032725725984
203.179,0.20037358082483828
204.2,0.20052358046189153
205.221,0.2006667366695481
206.242,0.20079001828307244
207.263,0.2009204723480111
208.284,0.2010723829089723
209.305,0.20122492313888687
210.326,0.20137074384387618
211.347,0.2015098817426627
212.368,0.2016494280822009
213.389,0.20180934103996803
214.41,0.2019761827757608
215.431,0.20214320277493894
216.452,0.20230339936631078
217.473,0.20251321794481425
218.494,0.20274647911433158
219.515,0.20293549856620172
220.536,0.2031175869966756
221.557,0.2032930604755871
222.578,0.20348142847171333
223.599,0.20368284955335
224.62,0.2038707409668497
225.641,0.20407148084016088
226.662,0.20422074554093606
227.683,0.20430502387055643
228.704,0.20439623541652807
229.725,0.20451383063094072
230.746,0.20463161323320067
231.767,0.204774278944886
232.788,0.20497314539193687
233.809,0.20518552368984
234.83,0.2054044233479876
235.851,0.2056101326566367
236.872,0.2057967758768325
237.893,0.2059770934789925
238.914,0.20619487026926936
239.935,0.2064729686051805
240.956,0.20677719216675727
241.977,0.2070254624197562
242.998,0.20719357677043518
244.019,0.2073624744635543
245.04,0.20757737121067524
246.061,0.2078249327020994
247.082,0.20807910936893073
248.103,0.20832677014250642
249.124,0.20853420258690686
250.145,0.208706086407097
251.166,0.20891513321805225
252.187,0.20916449511406976
253.208,0.2094073951182383
254.229,0.20963793271081008
255.25,0.20986276446162674
256.271,0.2100616619152211
257.292,0.21026690870138615
258.313,0.21051782753941786
259.334,0.21077517683923405
260.355,0.21098658347733376
261.376,0.21115648217218147
262.397,0.211351015125598
263.418,0.2115849212439302
264.439,0.21179255901984628
265.46,0.21200037975677932
266.481,0.21226540263770208
267.502,0.2125503857541822
268.523,0.21282912701260817
269.544,0.21312010056652436
270.565,0.21341754859836992
271.586,0.2136766628391443
272.607,0.2138935804043104
273.628,0.21411073163577896
274.649,0.21435912267496166
275.67,0.21462713544404985
276.691,0.21484260865630952
277.712,0.21507454889856586
278.733,0.21538123543960205
279.754,0.21568788363262056
280.775,0.21597565524058923
281.796,0.21626946029419553
282.817,0.21659472692719747
283.838,0.21694412887821787
284.859,0.21727397004612903
285.88,0.21758122879560235
286.901,0.21791909849748406
287.922,0.2182026789224081
288.943,0.21842574103932555
289.964,0.21866695559885704
290.985,0.21892101017913318
292.006,0.21913743631871047
293.027,0.21932533684236236
294.048,0.2195372308198756
295.069,0.2197983334861699
296.09,0.22006626265311033
297.111,0.220298345136671
298.132,0.22053089535406895
299.153,0.22077618232503174
300.174,0.22106058865266695
301.195,0.22141402634491375
302.216,0.2217976981456011
303.237,0.2221424799902311
304.258,0.22241776440876795
305.279,0.22267031070122034
306.3,0.2229291497469677
307.321,0.22320619277240614
308.342,0.22351318643350587
309.363,0.2238504514125914
310.384,0.22415595056578352
311.405,0.22442859232295345
312.426,0.2247306438091148
313.447,0.22505749047623416
314.468,0.22538439382931552
315.489,0.22569933254282767
316.51,0.22600871797343486
317.531,0.22631844994551154
318.552,0.2266456087611294
319.573,0.2269792728843709
320.594,0.2272958965693307
321.615,0.22763008509547505
322.636,0.22795835968169312
323.657,0.22826997126710707
324.678,0.22858764674720985
325.699,0.22891702503422903
326.72,0.22925257653824513
327.741,0.22958260205915862
328.762,0.22992459352050235
329.783,0.23026684793660182
330.804,0.23057345678536922
331.825,0.2308207464518987
332.846,0.23102361127893625
333.867,0.23125863956801218
334.888,0.231532443066724
335.909,0.23183342904644227
336.93,0.23220052609046266
337.951,0.23257999195220877
338.972,0.23290522465142274
339.993,0.23319835680248358
341.014,0.23351437956648716
342.035,0.23384243312948072
343.056,0.23419262046428752
344.077,0.23457325492168762
345.098,0.23496551007611233
346.119,0.23530703271548414
347.14,0.23557847296399687
348.161,0.23582182946562033
349.182,0.23610161821607753
350.203,0.236465138935553
351.224,0.2368863154467536
352.245,0.23731969088776253
353.266,0.23768754664045125
354.287,0.23802414759246454
355.308,0.23838379055621983
356.329,0.23876086626340184
357.35,0.23915508526324358
358.371,0.23957767098864663
359.392,0.239962815115865
360.413,0.24025820385831823
361.434,0.2404867314737815
362.455,0.2407106387444958
363.476,0.24096987530624428
364.497,0.24123534531808702
365.518,0.2414955664866329
366.539,0.24174459898364037
367.56,0.24197137674475486
368.581,0.24219315754719928
369.602,0.2424153903883752
370.623,0.2426488506643417
371.644,0.2429320908247435
372.665,0.2432219110847053
373.686,0.24347959595766613
374.707,0.24372640166126533
375.728,0.24396801196180545
376.749,0.24420431338184995
377.77,0.24445180534435618
378.791,0.2447170907663274
379.812,0.2449883143936005
380.833,0.24532124341300235
381.854,0.24568685155961964
382.875,0.24600934263275676
383.896,0.24630375724463333
384.917,0.2465764959759662
385.938,0.24683834690028508
386.959,0.247094994266998
387.98,0.24736297599392054
389.001,0.24763136709792888
390.022,0.24788356685305213
391.043,0.24809511042068064
392.064,0.24829741101789396
393.085,0.24852334294282916
394.106,0.24876046941529037
395.127,0.24900362429506992
396.148,0.2492414337120805
397.169,0.24946226234459634
398.19,0.24966189442947154
399.211,0.24988753783149248
400.232,0.2501259832574275
401.253,0.25032655499378337
402.274,0.2505170275647359
403.295,0.25073461027448196
404.316,0.25098113214818507
405.337,0.25121639461912093
406.358,0.2514304200519132
407.379,0.251644850531401
408.4,0.2518760498834255
409.421,0.25207713048753483
410.442,0.2522202301889729
411.463,0.2523485226845801
412.484,0.2524883053772161
413.505,0.25261700247473257
414.526,0.2527412065643599
415.547,0.25288256929578923
416.568,0.2530298963802201
417.589,0.25319848131180955
418.61,0.2533850952255111
419.631,0.2535721406143197
420.652,0.25377047645537076
421.673,0.25397470829103
422.694,0.2541847307702525
423.715,0.2543894763823127
424.736,0.2545784795928531
425.757,0.2547678857196116
426.778,0.2549839072812068
427.799,0.25518168757999454
428.82,0.2553340463882784
429.841,0.25549195012806897
430.862,0.2556726181782822
431.883,0.25585367422540495
432.904,0.2560186360943471
433.925,0.25617348804298334
434.946,0.25633412232217473
435.967,0.25650602023556973
436.988,0.25667834285388336
438.009,0.2568613638629109
439.03,0.2570669690794233
440.051,0.25726155949321006
441.072,0.2574298732056925
442.093,0.2576035138891453
443.114,0.2578098229550057
444.135,0.2580164688918551
445.156,0.2582024691892158
446.177,0.25837246610010833
447.198,0.25853776322948113
448.219,0.25871943988604307
449.24,0.2589230313213643
450.261,0.2591379649759246
451.282,0.2593636886053319
452.303,0.2595953137575934
453.324,0.2598109907676758
454.345,0.26000551858729565
455.366,0.26018993662192197
456.387,0.2603851439106809
457.408,0.26059702491879827
458.429,0.2608093047152864
459.45,0.2610112504337417
460.471,0.2612082529268618
461.492,0.26138886670141154
462.513,0.26156492069995363
463.534,0.2617677369828211
464.555,0.2620218080373865
465.576,0.2623110880188571
466.597,0.262595325235261
467.618,0.26285163007805246
468.639,0.26307780830905414
469.66,0.26329365187674775
470.681,0.26351491584662046
471.702,0.2637577295690827
472.723,0.26399517387904653
473.744,0.2641830591918869
474.765,0.26431341119588864
475.786,0.2644528816491047
476.807,0.2646492877970736
477.828,0.2648678253899404
478.849,0.26508664778826485
479.87,0.26532067306801727
480.891,0.2655772121604922
481.912,0.265828646428216
482.933,0.26606426010108764
483.954,0.2663237735882426
484.975,0.2666287782051657
485.996,0.2668993417849019
487.017,0.2671019834169866
488.038,0.26728618505582186
489.059,0.26750621910052536
490.08,0.26773822042466117
491.101,0.26795533159908735
492.122,0.26818792999393115
493.143,0.26844745610034515
494.164,0.26869003876264164
495.185,0.26891842120030696
496.206,0.26917293675260057
497.227,0.2694592851837764
498.248,0.26974589632419227
499.269,0.27000677453872746
500.29,0.2702523264356193
501.311,0.27048219099372106
502.332,0.2707312692673576
503.353,0.27101958241287205
504.374,0.27131858677823795
505.395,0.27163332858104255
506.416,0.27194822793374845
507.437,0.27222539700115655
508.458,0.2724782170215752
509.479,0.2727414786392742
510.5,0.2730208155841792
511.521,0.2733482303864077
512.542,0.2737055987199274
513.563,0.2740324313073103
514.584,0.2743273847479716
515.605,0.27461283056340363
516.626,0.2749038610281447
517.647,0.2752191700970475
518.668,0.2755627035898074
519.689,0.2758905878509048
520.71,0.2761922803449582
521.731,0.2764455572153286
522.752,0.2766702987903356
523.773,0.27690542774296517
524.794,0.27716645885500985
525.815,0.2774540313123456
526.836,0.2777575658618377
527.857,0.27805593486369695
528.878,0.27834952644331296
529.899,0.2786536645191363
530.92,0.2789733285936304
531.941,0.27929314482102663
532.962,0.27959241935483736
533.983,0.2798918945656185
535.004,0.2802122826483251
536.025,0.2805102304305046
537.046,0.28078958270464927
538.067,0.28105225095656905
539.088,0.2813010111567459
540.109,0.2815706835473955
541.13,0.2818800500338268
542.151,0.2822066534243545
543.172,0.2825132049124725
544.193,0.28278743419249014
545.214,0.28307078796013774
546.235,0.283413230546546
547.256,0.28378234067565444
548.277,0.28414621387427075
549.298,0.2844896070532574
550.319,0.28482309393500943
551.34,0.2851618407031773
552.361,0.28552087640996593
553.382,0.28590600461825394
554.403,0.2862690151594666
555.424,0.2866032553420037
556.445,0.2869427340058545
557.466,0.2872976130483691
558.487,0.2876579215068009
559.508,0.2880282081099933
560.529,0.28839311911046284
561.55,0.2887581779139382
562.571,0.2891288454274164
563.592,0.28949963430211195
564.613,0.2898650434142656
565.634,0.29019505289734104
566.655,0.290510359461353
567.676,0.29081535648323487
568.697,0.29112053561280027
569.718,0.29144142111179216
570.739,0.29177270526169746
571.76,0.2920879231930564
572.781,0.29239377417803586
573.802,0.292699777322044
574.823,0.293010771949602
575.844,0.29333776225212416
576.865,0.29366488772149374
577.886,0.2939921613590546
578.907,0.29431958924014384
579.928,0.29463674276942664
580.949,0.29494410210944033
581.97,0.2952516157440547
582.991,0.29554883449137836
584.012,0.29585101880804493
585.033,0.29617915969482095
586.054,0.29651785591994395
587.075,0.2968566745826432
588.096,0.29717983574538887
589.117,0.29747257849688274
590.138,0.2977403536818234
591.159,0.2980309932805623
592.18,0.29837034963245623
593.201,0.29872019771581265
594.222,0.29905441772107266
595.243,0.29933535167835595
596.264,0.2995788474489315
597.285,0.29984988572997684
598.306,0.3001744898283303
599.327,0.30052487929500155
600.348,0.30082909104847533
601.369,0.3010836136756801
602.39,0.3013333105914167
603.411,0.30158818083023026
604.432,0.3018675965197202
605.453,0.3021684318767767
606.474,0.3024642748724745
607.495,0.3027283041604429
608.516,0.30297874903309624
609.537,0.30325437824655094
610.558,0.3035407974891079
611.579,0.30382236778990035
612.6,0.30411394779060125
613.621,0.3044306623878665
614.642,0.304747512636152
615.663,0.30505486635389717
616.684,0.30536745072145727
617.705,0.30569002556459623
618.726,0.30600739373623737
619.747,0.30629461122901025
620.768,0.30657240268337616
621.789,0.3068503289097845
622.81,0.3071183214496013
623.831,0.30737641163572765
624.852,0.3076576409512538
625.873,0.30796644216720404
626.894,0.30827038869613393
627.915,0.3085587876951707
628.936,0.30886082427276706
629.957,0.3091850926819262
630.978,0.30949964695554905
631.999,0.3098092177863055
633.02,0.3101285004140715
634.041,0.31045844135896866
635.062,0.3107679397085144
636.083,0.3110579586071625
637.104,0.31136226502652864
638.125,0.31168266702890374
639.146,0.3119879637232492
640.167,0.31227853064053407
641.188,0.3125642640684917
642.209,0.3128397916687797
643.23,0.31311544343261993
644.251,0.3133912495542811
645.272,0.31367189155376757
646.293,0.3139526682050195
647.314,0.31423359171616155
648.335,0.31449182923233837
649.356,0.3147329057171922
650.377,0.31500422878500095
651.398,0.31531920010285736
652.419,0.31566139575088786
653.44,0.31597778452216685
654.461,0.31628500825476613
655.482,0.3165975385622351
656.503,0.31690524502003553
657.524,0.3172080054606539
658.545,0.317515699171854
659.566,0.3178181876567759
660.587,0.3180852958795714
661.608,0.3183285995092877
662.629,0.31859468428882837
663.65,0.3188982331975727
664.671,0.3192019048052574
665.692,0.3195007679758734
666.713,0.31979974699155367
667.734,0.32008328595623897
668.755,0.3203622866227216
669.776,0.32067507005738144
670.797,0.3210467044140507
671.818,0.3214351324697432
672.839,0.3218282060579575
673.86,0.3222524879822444
674.881,0.322644497768428
675.902,0.32298874227177826
676.923,0.32331360659431174
677.944,0.3236615129373196
678.965,0.324069465610072
679.986,0.32448844037936714
681.007,0.32485089979407716
682.028,0.32517624020621966
683.049,0.32543378283487234
684.07,0.3256348402195121
685.091,0.3258574614790747
686.112,0.32613758977381635
687.133,0.3264664698605293
688.154,0.3268273508236479
689.175,0.327132569419476
690.196,0.327389332280854
691.217,0.32765097031192925
692.238,0.3279504570392936
693.259,0.32829177132596477
694.28,0.32865772608112553
695.301,0.3290341086970617
696.322,0.3293622357483004
697.343,0.3296821355670384
698.364,0.33004373065624626
699.385,0.33042522346292674
700.406,0.33080154799830963
701.427,0.3311732646542372
702.448,0.3315398445190222
703.469,0.33188200348804836
704.49,0.33221458040656443
705.511,0.33254724812494335
706.532,0.33288489003764354
707.553,0.33317171323138906
708.574,0.333415615811093
709.595,0.33367385709405417
710.616,0.3339708367438389
711.637,0.334262244604799
712.658,0.3345360385507474
713.679,0.33483888027961
714.7,0.33516748160792803
715.721,0.33549616930500165
716.742,0.3358200568072729
717.763,0.3361390206785394
718.784,0.3364531915755931
719.805,0.33676246091538364
720.826,0.3370515631941109
721.847,0.337366100697226
722.868,0.3377199439055615
723.889,0.33803242040546844
724.91,0.33831760296703955
725.931,0.3386125022442258
726.952,0.3389272348157297
727.973,0.3392521474415908
728.994,0.3395820101322894
730.015,0.3399119597044659
731.036,0.3402467512194875
732.057,0.3405483006531248
733.078,0.3408194188034365
734.099,0.34109562818138006
735.12,0.3413767994276808
736.141,0.3416580787807578
737.162,0.34192961495725105
738.183,0.34221056462168636
739.204,0.3424916048034255
740.225,0.34277275382148115
741.246,0.34306438165687564
742.267,0.34335611055444204
743.288,0.343652919332579
744.309,0.3439640147558967
745.33,0.3442751939998899
746.351,0.34457713058482475
747.372,0.34488413220424713
748.393,0.34518113073706413
749.414,0.34547349530800114
750.435,0.3457659330526065
751.456,0.34603825255238707
752.477,0.34630140292988526
753.498,0.3465882324507011
754.519,0.34689087690322806
755.54,0.3471887626095609
756.561,0.34750539877499415
757.582,0.34783265967294685
758.603,0.3481454465160504
759.624,0.34842727268682994
760.645,0.34870488497665203
761.666,0.34900328554546023
762.687,0.34929170009951177
763.708,0.34952656682863364
764.729,0.349761562456773
765.75,0.3500254132201297
766.771,0.35028482601740624
767.792,0.35055925472061944
768.813,0.35084356055949784
769.834,0.35114245133287647
770.855,0.351436201304171
771.876,0.35172076890727677
772.897,0.3520103791351203
773.918,0.3523230004999905
774.939,0.3526300995193682
775.96,0.3529287337151028
776.981,0.3532380202957457
778.002,0.35355198105396335
779.023,0.35387628650605135
780.044,0.35419087846853425
781.065,0.3545102570823705
782.086,0.3548445612478853
783.107,0.35518387709465343
784.128,0.3555080544883994
785.149,0.35582772272352864
786.17,0.3561369345989808
787.191,0.35640149233252844
788.212,0.35663340767924134
789.233,0.356886591920671
790.254,0.3571917032681966
791.275,0.35749689132376744
792.296,0.3577975965010184
793.317,0.35810839660554133
794.338,0.35843336789430297
795.359,0.3587635944173593
796.38,0.3590938701181605
797.401,0.3594390021524898
798.422,0.35977397393833793
799.443,0.3600997428600255
800.464,0.36044463468152926
801.485,0.3607895882321598
802.506,0.3611155611869144
803.527,0.36141078108005803
804.548,0.36169736393230845
805.569,0.36202634790369503
806.59,0.3623818453012973
807.611,0.3627276503789573
808.632,0.3630637723035168
809.653,0.36337466814631425
810.674,0.36366716822392403
811.695,0.3639692304294496
812.716,0.3642813528525832
813.737,0.3645983426365578
814.758,0.36491034360363445
815.779,0.3651923877478262
816.8,0.365460935052332
817.821,0.3657613802706136
818.842,0.3660834235942521
819.863,0.3664008525261974
820.884,0.3667081101015819
821.905,0.36698621348053895
822.926,0.3672730695616473
823.947,0.36761305695462154
824.968,0.3679744153503256
825.989,0.36831637340139844
827.01,0.36863376063929393
828.031,0.36892201733480484
829.052,0.3692147628871765
830.073,0.369542102318739
831.094,0.3698846178252951
832.115,0.3702319843791759
833.136,0.3705639394779117
834.157,0.3708623429443769
835.178,0.3711562919848204
836.199,0.37145535751012626
837.22,0.3717636866894555
838.241,0.3720822925908468
839.262,0.37241897472040314
840.283,0.37277655054949066
841.304,0.373129385711979
842.325,0.373472331840252
843.346,0.3738106525432901
844.367,0.3741439996628099
845.388,0.37446794729031324
846.409,0.37482234716725926
847.43,0.37521231603901706
848.451,0.375602235997477
849.472,0.37599256668915804
850.493,0.376383422808835
851.514,0.37673500713407637
852.535,0.3770531674641559
853.556,0.37737082718083914
854.577,0.37768831959925
855.598,0.37800627246688995
856.619,0.37832489400791136
857.64,0.3786433097312875
858.661,0.3789610519553046
859.682,0.37927827173205236
860.703,0.37959512942363716
861.724,0.37991210010481113
862.745,0.38022958113260186
863.766,0.3805473731859316
864.787,0.38086527242493423
865.808,0.38118318316190414
866.829,0.38150120605828197
867.85,0.3818200087766549
868.871,0.3821399514375243
869.892,0.3824602942298615
870.913,0.38278059719252155
871.934,0.38310095110701026
872.955,0.38342156707657465
873.976,0.38374312446275716
874.997,0.3840654315828609
876.018,0.38438739818143586
877.039,0.3847086524130747
878.06,0.3850295119628518
879.081,0.38535043468135577
880.102,0.38567205917394015
881.123,0.3859942966446429
882.144,0.3863164283324691
883.165,0.3866381709297449
884.186,0.38695943226004686
885.207,0.38728048157504064
886.228,0.3876020020739672
887.249,0.387924105856592
888.27,0.388246689801109
889.291,0.3885695613451517
890.312,0.388892512465405
891.333,0.38921519508624686
892.354,0.38953723878489366
893.375,0.38985871243570325
894.396,0.39017977759084355
895.417,0.3905005098555203
896.438,0.39082099431520784
897.459,0.39114140486879373
898.48,0.3914611918696031
899.501,0.3917798019069548
900.522,0.39209721988859403
