Depth (DAS),interval velocity,interval traveltime,fb,trace#,Depth,P wave first break ms,"P wave first break, s","Vertical travel time, s","Average velocity, m/s","Inverval velocity (11 m interval), m/s",,,,,offset (m)
54.113,1603,0.000636930754834686,0.0343171163346954,54,53,,,,,,,,,,
55.134,1604,0.000636533665835412,0.0349536500005309,55,54,,,,,,,,,,
56.155,1605,0.000636137071651091,0.0355897870721819,56,55,,,,,,,,,,
57.176,1606,0.00063574097135741,0.0362255280435393,57,56,,,,,,,,,,
58.197,1607,0.000635345364032359,0.0368608734075717,58,57,,,,,,,,,,
59.218,1608,0.000634950248756215,0.0374958236563279,59,58,,,,,,,,,,
60.239,1609,0.000634555624611561,0.0381303792809395,60,59,,,,,,,,,,
61.26,1610,0.00063416149068323,0.0387645407716227,61,60,,,,,,,,,,
62.281,1611,0.000633767846058349,0.0393983086176811,62,61,,,,,,,,,,
63.302,1612,0.000633374689826299,0.0400316833075074,63,62,,,,,,,,,,
64.323,1613,0.000632982021078736,0.0406646653285861,64,63,,,,,,,,,,
65.344,1614,0.000632589838909542,0.0412972551674956,65,64,,,,,,,,,,
66.365,1615,0.000632198142414861,0.0419294533099105,66,65,,,,,,,,,,
67.386,1616,0.00063180693069307,0.0425612602406036,67,66,,,,,,,,,,
68.407,1617,0.000631416202844775,0.0431926764434483,68,67,,,,,,,,,,
69.428,1618,0.000631025957972807,0.0438237024014211,69,68,,,,,,,,,,
70.449,1619,0.000630636195182212,0.0444543385966034,70,69,,,,,,,,,,
71.47,1620,0.000630246913580247,0.0450845855101836,71,70,113.699996948242,0.113699996948242,0.0444055163956829,1576.38072207636,,,,,,165
72.491,1621,0.000629858112276373,0.04571444362246,72,71,113.599998474121,0.113599998474121,0.044901837055305,1581.22706455306,,,,,,
73.512,1622,0.000629469790382245,0.0463439134128422,73,72,113.900001525879,0.113900001525879,0.045553674150471,1580.55308035467,,,,,,
74.533,1623,0.000629081947011707,0.0469729953598539,74,73,113.900001525879,0.113900001525879,0.0460833890613949,1584.08488366047,,,,,,
75.554,1624,0.000628694581280789,0.0476016899411347,75,74,114,0.114,0.0466504732935473,1586.26472092483,,,,,,
76.575,1625,0.000628307692307693,0.0482299976334424,76,75,114.099998474121,0.114099998474121,0.0472149153133519,1588.48108700919,,,,,,
77.596,1626,0.000627921279212793,0.0488579189126552,77,76,113.800003051758,0.113800003051758,0.0476093569874478,1596.32485731822,,,,,,
78.617,1627,0.000627535341118624,0.0494854542537738,78,77,113.5,0.1135,0.0479975003150826,1604.2502108345,,,,,,
79.638,1628,0.000627149877149878,0.0501126041309237,79,78,112.400001525879,0.112400001525879,0.0480374695909496,1623.73248766408,,,,,,
80.659,1629,0.000626764886433395,0.0507393690173571,80,79,113.199996948242,0.113199996948242,0.0488845479034531,1616.05258487866,,,,,,
81.68,1630,0.000626380368098151,0.0513657493854553,81,80,114.199996948242,0.114199996948242,0.0498224331131108,1605.70239149858,,,,,,
82.701,1631,0.000625996321275292,0.0519917457067306,82,81,114.5,0.1145,0.050457080328213,1605.32475270292,,,,,,
83.722,1512.38410005605,0.000675093053386479,0.052666838760117,83,82,114.599998474121,0.114599998474121,0.0510017374348502,1607.78836416597,,,,,,
84.743,1599.70548553975,0.00063824248227511,0.0533050812423921,84,83,115,0.115,0.0516784655704574,1606.08483792615,1453.4511840757,,,,,
85.764,1627.8321398234,0.000627214548123352,0.0539322957905155,85,84,115.300003051758,0.115300003051758,0.0523096559737646,1605.82206929691,1512.38410005605,,,,,
86.785,1583.01425178485,0.00064497208338385,0.0545772678738993,86,85,115.5,0.1155,0.0528939861073829,1606.98798210135,1599.70548553975,,,,,
87.806,1597.16958368292,0.000639255850118103,0.0552165237240175,87,86,115.699996948242,0.115699996948242,0.0534763792681367,1608.18666441096,1627.8321398234,,,,,
88.827,1612.94207898948,0.00063300475156533,0.0558495284755828,88,87,116.199996948242,0.116199996948242,0.0541967432096386,1605.26250928907,1583.01425178485,,,,,
89.848,1630.3880215485,0.000626231293720056,0.0564757597693028,89,88,116.699996948242,0.116699996948242,0.0549176456227021,1602.39935638505,1597.16958368292,,,,,
90.869,1621.58699381821,0.000629630111669766,0.0571053898809726,90,89,116.900001525879,0.116900001525879,0.0554966248220278,1603.70113111228,1612.94207898948,,,,,
91.89,1692.40208218119,0.000603284533120005,0.0577086744140926,91,90,117.099998474121,0.117099998474121,0.0560735837720247,1605.03384919908,1630.3880215485,,,,,
92.911,1665.55859086488,0.000613007555303006,0.0583216819693956,92,91,117.199996948242,0.117199996948242,0.0566002198788824,1607.76760575717,1621.58699381821,,,,,
93.932,1685.15587078155,0.000605878671345978,0.0589275606407416,93,92,117.699996948242,0.117699996948242,0.0573187999557498,1605.05802757602,1692.40208218119,,,,,
94.953,1690.53113912592,0.000603952199619289,0.0595315128403609,94,93,118,0.118,0.0579395414775887,1605.1214356947,1665.55859086488,,,,,
95.974,1697.09826303643,0.000601615134631767,0.0601331279749926,95,94,118.199996948242,0.118199996948242,0.0585095066257267,1606.57652783331,1685.15587078155,,,,,
96.995,1654.87217272465,0.000616966081627311,0.0607500940566199,96,95,118.300003051758,0.118300003051758,0.0590274953504784,1609.41946521588,1690.53113912592,,,,,
98.016,1673.48862716861,0.000610102741915514,0.0613601967985355,97,96,118.599998474121,0.118599998474121,0.0596431776194567,1609.57218967292,1697.09826303643,,,,,
99.037,1693.87844186338,0.000602758719142109,0.0619629555176776,98,97,118.599998474121,0.118599998474121,0.0601055045526357,1613.82889507325,1654.87217272465,,,,,
100.058,1669.97155849842,0.000611387657953909,0.0625743431756315,99,98,119.300003051758,0.119300003051758,0.0609216373494701,1608.62386934603,1673.48862716861,,,,,
101.079,1644.30316977514,0.0006209317227915,0.063195274898423,100,99,119.400001525879,0.119400001525879,0.0614307939831049,1611.56959858321,1693.87844186338,,,,,
102.1,1636.45270732532,0.000623910483590305,0.0638191853820133,101,100,119.599998474121,0.119599998474121,0.0619888844538983,1613.19244379,1669.97155849842,,,,,
103.121,1696.99134676498,0.000601653038447344,0.0644208384204606,102,101,119.699996948242,0.119699996948242,0.0624926306000554,1616.19056567464,1644.30316977514,,,,,
104.142,1703.56534145509,0.000599331281961817,0.0650201697024224,103,102,120.5,0.1205,0.0633615627532749,1609.80877945167,1636.45270732532,,,,,
105.163,1693.07284362366,0.000603045523909515,0.0656232152263319,104,103,120.699996948242,0.120699996948242,0.0639150825345477,1611.51321277456,1696.99134676498,,,,,
106.184,1683.54957503925,0.000606456747777208,0.0662296719741091,105,104,120.800003051758,0.120800003051758,0.0644131179787346,1614.57795032271,1703.56534145509,,,,,
107.205,1621.40387915292,0.000629701219497147,0.0668593731936063,106,105,121.099998474121,0.121099998474121,0.0650156212853846,1614.99648736886,1693.07284362366,,,,,
108.226,1656.40638718108,0.000616394628698314,0.0674757678223046,107,106,121.599998474121,0.121599998474121,0.0657247811727524,1612.78589458346,1683.54957503925,,,,,
109.247,1646.78614402602,0.000619995500753901,0.0680957633230585,108,107,121.699996948242,0.121699996948242,0.0662162830402978,1615.91673659607,1621.40387915292,,,,,
110.268,1666.38183998583,0.000612704708789123,0.0687084680318476,109,108,122,0.122,0.0668144193127153,1616.41755044703,1656.40638718108,,,,,
111.289,1717.98911163884,0.000594299459224185,0.0693027674910718,110,109,122.099998474121,0.122099998474121,0.0673008359220062,1619.59355343399,1646.78614402602,,,,,
112.31,1612.12365651829,0.000633326107381276,0.0699360935984531,111,110,122.400001525879,0.122400001525879,0.0678953048643734,1620.14148430049,1666.38183998583,,,,,
113.331,1646.59293491977,0.000620068250231956,0.0705561618486851,112,111,122.599998474121,0.122599998474121,0.0684324616262769,1622.03722271738,1717.98911163884,,,,,
114.352,1668.43180638515,0.000611951891646154,0.0711681137403312,113,112,123.800003051758,0.123800003051758,0.0695290575573606,1610.83730938826,1612.12365651829,,,,,
115.373,1689.11980007793,0.000604456830091562,0.0717725705704228,114,113,123.800003051758,0.123800003051758,0.0699522483396242,1615.38767776806,1646.59293491977,,,,,
116.394,1677.5458133088,0.000608627193308166,0.0723811977637309,115,114,124,0.124,0.0704855518744633,1617.3527335508,1668.43180638515,,,,,
117.415,1858.22498008464,0.00054944907691075,0.0729306468406417,116,115,124.199996948242,0.124199996948242,0.0710166468366982,1619.33863569257,1689.11980007793,,,,,
118.436,1847.29530520029,0.000552699937647102,0.0734833467782888,117,116,124.400001525879,0.124400001525879,0.0715455398331264,1621.34495414473,1677.5458133088,,,,,
119.457,1875.38439926914,0.000544421719834022,0.0740277684981228,118,117,125.199996948242,0.125199996948242,0.0724192811537285,1615.59184427193,1858.22498008464,,,,,
120.478,1800.98735185293,0.000566911255067701,0.0745946797531905,119,118,125.300003051758,0.125300003051758,0.0728875657400606,1618.93182742341,1847.29530520029,,,,,
121.499,1612.87813205479,0.000633029848758169,0.0752277096019487,120,119,125.300003051758,0.125300003051758,0.073294488141851,1623.58729853864,1875.38439926914,,,,,
122.52,1581.1920062446,0.000645715381792827,0.0758734249837415,121,120,125.5,0.1255,0.0738155480582183,1625.67376598432,1800.98735185293,,,,,
123.541,1570.77172410152,0.000649998968235826,0.0765234239519773,122,121,125.800003051758,0.125800003051758,0.0743935506890405,1626.48507672084,1612.87813205479,,,,,
124.562,1576.23690636399,0.000647745269684878,0.0771711692216622,123,122,126,0.126,0.0749105372528625,1628.60933153083,1581.1920062446,,,,,
125.583,1564.87266803419,0.000652449250891827,0.077823618472554,124,123,126.099998474121,0.126099998474121,0.075365568003161,1632.04502080899,1570.77172410152,,,,,
126.604,1615.17414327337,0.000632129980691004,0.078455748453245,125,124,126.199996948242,0.126199996948242,0.0758177920295468,1635.50001497902,1576.23690636399,,,,,
127.625,1636.01630781839,0.00062407690872072,0.0790798253619658,126,125,126.800003051758,0.126800003051758,0.0765691566806522,1632.51112352378,1564.87266803419,,,,,
128.646,2094.30199857015,0.000487513262508027,0.0795673386244738,127,126,128.100006103516,0.128100006103516,0.0777456362950086,1620.6697379373,1615.17414327337,,,,,
129.667,2427.83585287701,0.000420539139328588,0.0799878777638024,128,127,129.100006103516,0.129100006103516,0.078743623776577,1612.82900010219,1636.01630781839,,,,,
130.688,2684.27763496162,0.000380363039464289,0.0803682408032667,129,128,129.300003051758,0.129300003051758,0.0792538631762587,1615.06322682758,2094.30199857015,,,,,
131.709,3443.98891067026,0.000296458561999633,0.0806646993652663,130,129,129.300003051758,0.129300003051758,0.0796387121348468,1619.81524489714,2427.83585287701,,,,,
132.73,4193.00717086386,0.000243500656782722,0.080908200022049,131,130,129.600006103516,0.129600006103516,0.0802058443451118,1620.8295176176,2684.27763496162,,,,,
133.751,4497.11609501071,0.000227034387912006,0.081135234409961,132,131,129.600006103516,0.129600006103516,0.0805848335557496,1625.61606470742,3443.98891067026,,,,,
134.772,4446.26201811595,0.000229631091429167,0.0813648655013902,133,132,129.699996948242,0.129699996948242,0.0810229457613907,1629.16811724835,4193.00717086386,,,,,
135.793,4506.36481684647,0.000226568429653789,0.081591433931044,134,133,127.699996948242,0.127699996948242,0.0801404285566186,1659.58683270625,4497.11609501071,,,,,
136.814,3794.15412811209,0.000269098187771315,0.0818605321188153,135,134,126.800003051758,0.126800003051758,0.0799366866360952,1676.32667350879,4446.26201811595,,,,,
137.835,3748.73157572085,0.000272358791067525,0.0821328909098828,136,135,126.800003051758,0.126800003051758,0.0802945537371094,1681.30954986064,4506.36481684647,,,,,
138.856,2488.71019635385,0.000410252668830569,0.0825431435787134,137,136,126.800003051758,0.126800003051758,0.080649246108913,1686.31458521433,3794.15412811209,,,,,
139.877,2103.61289375465,0.000485355458236257,0.0830284990369497,138,137,127,0.127,0.0811285469576026,1688.67809344096,3748.73157572085,,,,,
140.898,2085.84713977224,0.000489489368866935,0.0835179884058166,139,138,127,0.127,0.0814775104623705,1693.71890742457,2488.71019635385,,,,,
141.919,2040.11326554554,0.000500462409241267,0.0840184508150579,140,139,127.099998474121,0.127099998474121,0.0818877923643195,1697.44471045926,2103.61289375465,,,,,
142.94,2076.38106536934,0.000491720916275262,0.0845101717313331,141,140,127.400001525879,0.127400001525879,0.0824249278872645,1698.51528643717,2085.84713977224,,,,,
143.961,1976.80006592963,0.000516491281843337,0.0850266630131765,142,141,128.100006103516,0.128100006103516,0.0832204671284363,1694.29474341199,2040.11326554554,,,,,
144.982,1958.86637463929,0.000521219830621676,0.0855478828437981,143,142,128.300003051758,0.128300003051758,0.0836905147238543,1696.72752603499,2076.38106536934,,,,,
146.003,1964.71114825669,0.00051966926583888,0.086067552109637,144,143,128.5,0.1285,0.0841585741866927,1699.17327357254,1976.80006592963,,,,,
147.024,2020.27547982169,0.0005053766232366,0.0865729287328736,145,144,128.800003051758,0.128800003051758,0.0846904129655395,1700.31051871944,1958.86637463929,,,,,
148.045,1947.46494068401,0.000524271312243192,0.0870972000451168,146,145,128.899993896484,0.128899993896484,0.0850887689072066,1704.10269019322,1964.71114825669,,,,,
149.066,1959.75719100274,0.000520982907825217,0.087618182952942,147,146,129.100006103516,0.129100006103516,0.0855509347400714,1706.58567838669,2020.27547982169,,,,,
150.087,1941.19761849638,0.000525963966920001,0.088144146919862,148,147,129.199996948242,0.129199996948242,0.0859446186155385,1710.40377359267,1947.46494068401,,,,,
151.108,1921.86723008974,0.000531254180317289,0.0886754011001793,149,148,129.600006103516,0.129600006103516,0.0865361909897294,1710.26709527307,1928.46166195093,,,,,
152.129,1854.90816671704,0.000550431562230415,0.0892258326624097,150,149,129.800003051758,0.129800003051758,0.0869927858082146,1712.78570533984,1959.75719100274,,,,,
153.15,1907.74428080894,0.000535187032282468,0.0897610196946922,151,150,130.100006103516,0.130100006103516,0.0875147346045894,1713.99708492213,1941.19761849638,,,,,
154.171,1840.33551584632,0.000554790140824122,0.0903158098355163,152,151,130.600006103516,0.130600006103516,0.088170287140548,1712.59508046399,1921.86723008974,,,,,
155.192,1893.39881835307,0.000539241912534878,0.0908550517480512,153,152,131.100006103516,0.131100006103516,0.0888253953530725,1711.22233000838,1854.90816671704,,,,,
156.213,1847.61865328803,0.000552603210723727,0.0914076549587749,154,153,131.399993896484,0.131399993896484,0.0893440545088078,1712.48104690522,1907.74428080894,,,,,
157.234,1899.74854841527,0.000537439547382038,0.091945094506157,155,154,131.600006103516,0.131600006103516,0.0897930859119178,1715.05409838644,1840.33551584632,,,,,
158.255,1904.60987484429,0.000536067786629264,0.0924811622927862,156,155,131.800003051758,0.131800003051758,0.0902402279367854,1717.63750539925,1893.39881835307,,,,,
159.276,1910.31052597022,0.000534468080513473,0.0930156303732997,157,156,132.100006103516,0.132100006103516,0.090754207808801,1718.92856283488,1847.61865328803,,,,,
160.297,1890.39400389568,0.000540099047021923,0.0935557294203216,158,157,132.5,0.1325,0.0913357210859636,1718.93316364398,1899.74854841527,,,,,
161.318,1920.88200923094,0.000531526660718095,0.0940872560810397,159,158,132.699996948242,0.132699996948242,0.0917779836663452,1721.54577479499,1904.60987484429,,,,,
162.339,1873.6337235914,0.000544930413636531,0.0946321864946762,160,159,133.199996948242,0.133199996948242,0.092426577589058,1720.28440463237,1910.31052597022,,,,,
163.36,1806.24709428724,0.000565260424904866,0.0951974469195811,161,160,133.300003051758,0.133300003051758,0.0927962420730995,1724.20775265836,1890.39400389568,,,,,
164.381,1881.82869691954,0.000542557354806689,0.0957400042743878,162,161,134,0.134,0.0935826594297128,1720.4041964732,1920.88200923094,,,,,
165.402,1913.77129000792,0.000533501576353876,0.0962735058507417,163,162,134.300003051758,0.134300003051758,0.0940892498817899,1721.76949230152,1873.6337235914,,,,,
166.423,2027.09328882488,0.000503676868562803,0.0967771827193045,164,163,134.600006103516,0.134600006103516,0.0945944735747163,1723.14506165366,1806.24709428724,,,,,
167.444,2032.68928451613,0.000502290245625543,0.09727947296493,165,164,134.800003051758,0.134800003051758,0.0950278369453505,1725.81009177674,1881.82869691954,,,,,
168.465,1979.88305519948,0.000515687023695002,0.097795159988625,166,165,135.100006103516,0.135100006103516,0.0955301304541401,1727.20375462283,1913.77129000792,,,,,
169.486,2014.85676363803,0.000506735773195359,0.0983018957618204,167,166,135.300003051758,0.135300003051758,0.0959601496375777,1729.88475556727,2027.09328882488,,,,,
170.507,1934.89506827276,0.000527677193839462,0.0988295729556598,168,167,135.899993896484,0.135899993896484,0.0966729435505721,1727.47403633818,2032.68928451613,,,,,
171.528,1940.3492746238,0.000526193924646874,0.0993557668803067,169,168,136.399993896484,0.136399993896484,0.0973143247525829,1726.36454527257,1979.88305519948,,,,,
172.549,2091.35708328845,0.000488199747502978,0.0998439666278097,170,169,136.600006103516,0.136600006103516,0.0977405575577818,1729.06727997834,2014.85676363803,,,,,
173.57,2161.91805467173,0.00047226581867602,0.100316232446486,171,170,136.600006103516,0.136600006103516,0.0980215268561933,1734.31291525795,1934.89506827276,,,,,
